id;mixed;negative;neutral;positive;sentiment;source
13;0.005887750536203384;0.003340884344652295;0.9689363241195679;0.02183503471314907;NEUTRAL;primero se aliaron con los herederos del duran a cat dp con el xenofobo del albiol en badalona y ahora quieren un pacto con pp cs y pdcat para impedir a bcn un gobierno de izquierdas entre los comunes y erc la derechizacion del psc es imparable 
14;0.0018322349060326815;0.0018327470170333982;0.9807270765304565;0.015607903711497784;NEUTRAL;gonzalez pons el gobierno espanol junto con maduro va a ser derrotado el proximo jueves en el parlamento europeo populares 
15;0.0826977789402008;0.19789965450763702;0.5612613558769226;0.15814119577407837;NEUTRAL;este juicio no solo pretende juzgar quot ideas quot sino la capacidad de ejecutarlas a traves del ejercicio de un derecho perfectamente legal como el derecho a la autodeterminacion la accion politica quedara aun mas mermada la independencia no es imposible 
16;0.04091677814722061;0.2419653981924057;0.6940131783485413;0.023104676976799965;NEUTRAL;hoy raulromeva y jorditurull han desmontado de nuevo las acusaciones si el tribunal hace atencion a la ley y no a la ideologia deben quedar libres les pedimos que sean valientes y vuelvan a la politica lo que es de la politica 
17;0.25822609663009644;0.024626245722174644;0.06808159500360489;0.6490659713745117;POSITIVE;la prision dura un tiempo pero la dignidad y el orgullo son para siempre gracias a todos por estar ahi gracias raulromeva para llenarnos de esperancaillibertat
18;0.045473601669073105;0.06544353067874908;0.8179519176483154;0.07113096117973328;NEUTRAL;valls insiste en que c sy vox no tienen nada que ver pues mejor que empiecen a borrar hemeroteca
19;0.04939337074756622;0.18632574379444122;0.7019398808479309;0.06234100088477135;NEUTRAL;ahora entiendo a que se referia albertrivera cuando decia que no iba a pactar con los socialistas se referia a que iba a meterlos dentro de la candidatura de manuelvalls boubcn 
20;0.006409799214452505;0.004808216355741024;0.9472880363464355;0.041493918746709824;NEUTRAL;cada espanol tiene que leer esta carta porque hay urgencia es la hoja de ruta para los europeos que tienen que unirse frente a los nacionalistas y a los populistas ciudadanoscs psoe ppopular tienen que participar juntos a ese renacimiento europeo 
21;0.0064351060427725315;0.010476353578269482;0.9631138443946838;0.019974669441580772;NEUTRAL; quot barcelona fue la primera ciudad que recibio la certificacion biosphere el ano y en revalido la distincion quot por enmarcar de que tipo de certificaciones estamos hablando 
22;0.01582367904484272;0.034934986382722855;0.9299104809761047;0.019330885261297226;NEUTRAL;esta manana en el plebcn denuncie la barcelona secuestrada por los cdr y la pasividad de la alcaldesa ada colau 
23;0.02010168880224228;0.028587456792593002;0.5326523780822754;0.4186584949493408;NEUTRAL;el libro presenta un balance de las politicas publicas en cataluna desde la recuperacion de la democracia y los mas de autores presentan tambien los retos de futuro de las diferentes areas os esperamos 
24;0.03499549627304077;0.14073802530765533;0.7625157237052917;0.06175078824162483;NEUTRAL;sumar sumar y sumar que cada uno trabaje desde su proyecto de ciudad y a partir de las elecciones entendernos entendernos y entendernos desde la unidad de accion soberanista para el avance hacia la republica con la maxima potencia fil 
25;0.030768664553761482;0.029389197006821632;0.8063260912895203;0.13351602852344513;NEUTRAL;atentos a la buena gente de elvendrell que ya tienen candidatos as y estan listos para dar la campanada 
26;0.00894192885607481;0.0003075170679949224;0.0800362378358841;0.910714328289032;POSITIVE;esta es una muy buena noticia hay que ganar el reto del coche electrico para un sector que representa el del pib del pais es necesario que las administraciones se impliquen para que vaya aumentando la carga en plantas como la de martorell o nissan 
27;0.014387942850589752;0.008247767575085163;0.7846337556838989;0.19273056089878082;NEUTRAL;cumplimos nuestro compromiso hemos cubierto el primer tramo de la ronda de dalt con una inversion de m EUR corregimos una deuda historica con estos barrios y con las demandas de los vecinos y vecinas 
28;0.0031128027476370335;0.0005887020961381495;0.6111928820610046;0.38510558009147644;NEUTRAL;acabamos el dia a antinouslibros reunido con amigas y amigos hablando sobre barcelona y la perspectiva lgtbi conversaciones de pequeno formato que construyen barcelona y que he recogido en el libro quot imaginembarcelona quot estimobcn 
29;0.03719408065080643;0.02763388119637966;0.3455204367637634;0.5896515846252441;POSITIVE;manana intensa gracias a tods por venir y el apoyo laespanaquequieres espanaqquieres 
30;0.03168129920959473;0.0069252192042768;0.26828840374946594;0.6931050419807434;POSITIVE;muchas gracias almeidapp por tus palabras y sobre todo por haber acompanado hoy a tantos madrilenos en barcelona boubcn 
31;0.018020890653133392;0.02320227026939392;0.9432088136672974;0.015567970462143421;NEUTRAL; el cap del raval y la ampliacion del macba son equipamientos complementarios e imprescindibles para un barrio tan importante para bcn adacolau ha creado un conflicto innecesario retrasando estos dos proyectos y enfrentando la salud con la cultura stopcolau 
32;0.027062326669692993;0.06778641790151596;0.8806343078613281;0.02451692521572113;NEUTRAL;la negociacion de gibraltar le pillo en cuba donde le ha pillado a borrell la expulsion por maduro de tres diputados espanoles invitados oficiales de la asamblea de venezuela no merecemos un ministro que prefiere defender a maduro que a quienes ayudan a su pueblo exhausto 
33;0.016812775284051895;0.0022570735309273005;0.28609499335289;0.6948352456092834;POSITIVE;hemos conseguido que sanchez tire la toalla ha llegado la hora de que el ppopular vuelva a gobernar espana nos necesita mas que nunca y nos vamos a dejar la piel para solucionar los desastres del sanchismo salimos a ganar eleccionesgenerales 
34;0.0264754518866539;0.010704195126891136;0.6439355611801147;0.31888481974601746;NEUTRAL;esta tarde con magdaoranich acompanare karmarchante en la presentacion de su libro putanosenace unimos voces en la lucha por los derechos de las mujeres y en contra de la prostitucion os espero a libreriaalibri a partir de las h 
35;0.07409147918224335;0.04589530825614929;0.488360196352005;0.39165306091308594;NEUTRAL;aun estamos a tiempo el futuro son las decisiones que tomamos ahora es una decision compleja tras el fin del mundo hoy inauguramos climacccb
36;0.03924756124615669;0.12152869254350662;0.803566038608551;0.03565773367881775;NEUTRAL;la alcaldesa del pueblo adacolau y rogertorrent cenando con felipe vi la guardia real de los mossos protegiendo los restos de un regimen que se hunde frente el poder de los cdrs no se detiene destronemlo cdrenxarxa
37;0.017076943069696426;0.008492243476212025;0.7803377509117126;0.19409306347370148;NEUTRAL; que te puede pasar mas cuando estas a punto de acabar mandato municipal y a punto de iniciar campana s electoral es pues que una doctoranda te entregue su tesis acabada para que le des el ok y pueda convertirse en doctora goodnews phd upf working 
38;0.0019125154940411448;0.0005429037846624851;0.9724432826042175;0.025101283565163612;NEUTRAL;manana a las h en el convento de st agustin segunda jornada de mesas abiertas movilidad y urbanismo medio ambiente y participacion contamos con las aportaciones de todos ni podemos ni sabemos hacer otra cosa somos la unica candidatura surgida integramente de unas primarias abiertas 
39;0.008050351403653622;0.010993844829499722;0.942048966884613;0.03890688344836235;NEUTRAL;jaumecollboni que nivel de argumentos eran los mismos antes del de octobre en bcn domingo yo manifestare en favor de la constitucion con partidos constitucionalistas y el mas votado en cataluna ciudadanoscs yo no pactare con los populistas o los separatistas y el 
40;0.012148180045187473;0.002996714087203145;0.7150235772132874;0.26983147859573364;NEUTRAL;hoy hemos celebrado la ultima reunion plenaria del gppopular en esta legislatura la dedicacion y el trabajo sin descanso de los diputados del ppopular ha hecho posible que lideremos la iniciativa politica en espana estamos preparados e ilusionados para volver a ganar 
41;0.025953061878681183;0.019679054617881775;0.7817249894142151;0.17264290153980255;NEUTRAL;acabamos de aterrizar en venezuela durante la escala en santo domingo tanto la embajadora de la ue como el de espana nos han avisado de que vamos a ser expulsados o retenidos 
42;0.11884148418903351;0.3971865773200989;0.41922539472579956;0.06474651396274567;NEUTRAL;ah si que tengo que ver yo con ciu y la caja me gustara mucho que me informen sobre todo con el fin de cobrar el redito que me corresponda 
43;0.00228445534594357;0.001694297301582992;0.938890278339386;0.05713089182972908;NEUTRAL;el proximo martes quot taller de design thinking geoinformacion y clima quot de la mano de marctorres y marta gonzalez al cececebe
44;0.004420489072799683;8.734606672078371e-05;0.025496959686279297;0.9699952602386475;POSITIVE;es una muy buena noticia para espana cataluna y barcelona necesitamos a inesarrimadas y su valentia su talento su juventud su sensibilidad bravo ines 
45;0.011708949692547321;0.003974032588303089;0.7999017238616943;0.1844153255224228;NEUTRAL; los pscbarcelona queremos tender puentes dialogo y trabajar para atraer inversiones y talento generar empleo y dinamizar la actividad economica en barcelona la fuga de empresas de fue sobre todo por la irresponsabilidad de los independentistes comissionsbcn
46;0.04467005655169487;0.2250104546546936;0.684242308139801;0.046077173203229904;NEUTRAL; quot no olvidemos cuantas veces este pais ha dejado llevar por arrebato la aceleracion en el momento inadecuado quot 
47;0.030072607100009918;0.012009945698082447;0.43974125385284424;0.5181761980056763;POSITIVE;todo mi apoyo a los jovenes de altsasua y todo el afecto a sus familias que nadie olvide esta injusticia altsasugurasoak
48;0.05704266577959061;0.15115986764431;0.7805092334747314;0.011288272216916084;NEUTRAL; quien dijo que un referendum era una buena idea citizens los ciudadanos del reino unido no tienen ni idea de su futuro y probablemente de su presente triste muy triste brexit 
49;0.18303485214710236;0.2489459067583084;0.4652913212776184;0.1027279645204544;NEUTRAL;si vale la pena ir contra los partidos para conseguir la independencia y si esto tambien hara mas fuerte del anc mucho mas que el servilismo de los ultimos anos 
50;0.003133768681436777;0.0017489102901890874;0.8865038156509399;0.10861347615718842;NEUTRAL;carta abierta de emmanuelmacron a los ciudadanos europeos con profundas reflexiones e interesantes propuestas de necesaria lectura 
51;0.006364264525473118;0.007730609737336636;0.981187105178833;0.00471807736903429;NEUTRAL;queremos poner los barrios en el centro de las prioridades porque en barcelona faltan transformaciones reales para combatir las desigualdades mas equipamientos de proximidad espacios verdes transporte publico hoy hablamos 
52;0.02234160341322422;0.054441433399915695;0.8425914645195007;0.0806254968047142;NEUTRAL; personas han perdido la vida en incendios esta semana hoy dos a las cortes mi pesame para las familias ya la espera de conocer las causas quizas hay que hacer un esfuerzo en prevencion para evitar y frenar esta racha negra
53;0.06787649542093277;0.46033307909965515;0.45524871349334717;0.016541656106710434;NEGATIVE;qsf deberia haber sido cesado cuando negocio con el stoke en el mercado de invierno rcde porque se puede ser modesto pero no dejarse pisotear 
54;0.025359362363815308;0.5158061385154724;0.45573145151138306;0.0031030511017888784;NEGATIVE;miles de EUR en propaganda utilizan la pobresaenergetica para hacer politica y no hacen politica para hacer frente a la pobreza energetica plebcn
55;0.02635839954018593;0.02434672601521015;0.9011898636817932;0.04810495674610138;NEUTRAL;aprovechar la oportunidad para anticipar elecciones valencianas y singularizarlas ya para siempre es conseguir que se cumpla nuestra vieja aspiracion de no ser relegados de resultar visibles el egoismo es preferir seguir en el peloton solo por calculo electoral adios lotrava 
56;0.08987689018249512;0.09149737656116486;0.2029934823513031;0.6156322360038757;POSITIVE; menagadea te hemos echado de menos gracias gracias gracias vamvotarvamguanyar
57;0.03057740442454815;0.05310153216123581;0.7857730984687805;0.13054803013801575;NEUTRAL;no obviamente los barceloneses tendran que escoger un modelo de ciudad el mio o el de colau pero la independencia sera el gran tema bcn capital catalana espanola europea o bcn capital de una hipotetica republica catalana y colau es la candidata del separatismo 
58;0.01708047091960907;0.03778133913874626;0.9348506331443787;0.01028755959123373;NEUTRAL;hoy el consejo de ministros ha aprobado un decreto con mejoras en el alquiler que llevabamos tiempo reclamando pero pedro sanchez ha incumplido lo mas importante regular las subidas abusivas del alquiler cediendo a las presiones de fondos especuladores 
59;0.04711040109395981;0.010763727128505707;0.3647959530353546;0.5773299932479858;POSITIVE;las ciutatsdelcanvi vinimos para cambiar las cosas municipios mas justos mas sostenibles mas habitables mas democraticos y mas amables para la ciudadania y esto no ha hecho mas que empezar quieres conocer nuestras politicas ciudadesdelcambio
60;0.038956835865974426;0.184747114777565;0.7080318927764893;0.06826416403055191;NEUTRAL;cuando vox te marca el paso acabas diciendo tonterias como esta aplicar el para acabar con las huelgas 
61;0.1382971554994583;0.2699117064476013;0.5420052409172058;0.049785908311605453;NEUTRAL;la fantasia del brexit esta demoliendo la credibilidad del reino unido laminando sus instituciones y fracturando su sociedad produce incredulidad ver como aun no han entendido que es la ue la tristeza por su perdida esta mutando en irritacion la paciencia parece agotarse 
62;0.0030321760568767786;0.0036813144106417894;0.9736027717590332;0.01968376152217388;NEUTRAL;compartiendo impresiones sobre la situacion politica en cataluna con un equipo de la cadena china cgtnofficial en emision europea diada 
63;0.03780227154493332;0.026448672637343407;0.6974603533744812;0.23828864097595215;NEUTRAL;nuestra historia no es completa sin la historia del pueblo gitano ahora la queremos llevar al congreso un orgullo incorporar la ismaelcortesg bienvenido al equipo 
64;0.05944938585162163;0.03754795342683792;0.5814619660377502;0.3215406835079193;NEUTRAL; el buque de la armada juan carlos i recibido en getxo por una multitud que se ha acercado a recibirlo ningun buque espanol necesita autorizacion politica para atracar en un puerto espanol porque esta en su casa como en getxo 
65;0.11185268312692642;0.8454515337944031;0.033979132771492004;0.008716660551726818;NEGATIVE;arrimadas hoy en parlamentcat quot aqui son muy gallitos pero delante del juez se vienen abajo quot la fuerza politica que gano las elecciones de cataluna desagradable triste 
66;0.049418363720178604;0.09599857032299042;0.819070041179657;0.03551308810710907;NEUTRAL;estimado consejero damiacalvet se que ultimamente ha estado muy ocupado expulsando empresas del pais pero nos podria explicar como el prestamo para reanudar las obras de la linea que se debia aprobar el ano pasado transportcat transportpublic
67;0.007646011188626289;0.012775872834026814;0.9382600784301758;0.041318025439977646;NEUTRAL;en unos minutos comenzamos con carlos herrera en herreraencope cope podras seguirla en directo aqui vallsbcn vallsencope 
68;0.008778944611549377;0.007738194428384304;0.9450950622558594;0.03838779404759407;NEUTRAL;barcelona no seria hoy en dia la ciudad que es y el no habria sido alguien tan relevante sin barcelona ahora si por fin oriol bohigas medalla de oro de la ciudad 
69;0.017516035586595535;0.008362659253180027;0.9559980034828186;0.018123287707567215;NEUTRAL;duda resuelto erc pide priorizar refugiados gays pero se escandaliza con el mismo por los cristianos perseguidos montsebenedi albertlesan
70;0.00424023624509573;0.002059445483610034;0.8941575884819031;0.09954274445772171;NEUTRAL;desde la obsclimatic seguimos analizando reflexionando y debatiendo sobre el modelo lineal de consumo del capitalismo y su impacto sobre el entorno natural canviclimatic mwc 
71;0.015450950711965561;0.027145959436893463;0.8788248300552368;0.07857827842235565;NEUTRAL;artadi tiene la desfachatez de compararse con ana frank y olvida quienes son sus amigos y los de su jefe krls en belgica 
72;0.01376260444521904;0.0016536802286282182;0.09151701629161835;0.8930666446685791;POSITIVE; enhorabuena a la comunidad del projectehomecat por la inauguracion de sus nuevos espacios a bcnsantsmont un proyecto de personas y para personas que siempre me recuerda como todo el mundo puede volver a nacer si se le ayuda de manera adequada 
73;0.021694885566830635;0.03644730523228645;0.9345411062240601;0.00731675373390317;NEUTRAL;vox ya estaba la foto de iceta con ellos pp y cs a la manifestacion unionista se vuelve un boomerang ya que ha contribuido a blanquear una fuerza politica de extremissima derecha pero ahora bastante lamentos miramos al norte centremonos en nosotros la huelga de hambre la justicia europea la unidad 
74;0.017852764576673508;0.9166440963745117;0.06471129506826401;0.0007919426425360143;NEGATIVE;consternado al recibir las noticias del ataque terrorista a mezquitas en nueva zelanda mi mas rotunda condena a la violencia y rechazo al fanatismo siempre 
75;0.041788745671510696;0.038077302277088165;0.8599557876586914;0.06017807871103287;NEUTRAL;taxis y vtc dos formas de un mismo concepto de movilidad metropolitana servicio publico de interes general es hora de soluciones globales y utiles todos nos somos responsables ponemos a ellos nosotros los primeros pero digamos claramente la violencia no es tolerable 
76;0.019670618698000908;0.03641517460346222;0.7104648947715759;0.23344935476779938;NEUTRAL;comienza llumbcn a pueblo nuevo tres dias de creatividad e innovacion artistica y urbana
77;0.05354400351643562;0.1705092489719391;0.7261413931846619;0.0498054139316082;NEUTRAL; quot cualquier decision politica basada en la exclusion la falta de solidaridad o un falso sentido de autogobierno solo creara depresion economica y barreras para sus ciudadanos quot manuelvalls
78;0.006162858568131924;0.0009588471730239689;0.41335129737854004;0.5795270204544067;POSITIVE;una buenisima noticia para barcelona y para toda el area metropolitana el tranvia es ecologia eficiencia y movilidad tenimtramvia
79;0.038430243730545044;0.9406754970550537;0.018792621791362762;0.0021016555838286877;NEGATIVE;no estamos prestando suficiente atencion a que el resultado de la csu el domingo en baviera es importantisimo para toda europa y las encuestas pintan mal 
80;0.05218001455068588;0.059655074030160904;0.5640958547592163;0.3240690529346466;NEUTRAL;todo mi apoyo a alfve una persona que ha trabajado por la igualdad de oportunidades y por el bienestar de terrassa como nadie 
81;0.0418044812977314;0.3186558187007904;0.5909131169319153;0.04862650856375694;NEUTRAL;un motivo de entre tantos para hacer huelga el m por el derecho a la vivienda por la expropiacion de pisos vacios en manos de fondos buitre municipisfeministes vagafeminista m
82;0.005034926347434521;0.019251609221100807;0.9589217305183411;0.01679178886115551;NEUTRAL; europa reivindica sus campanas como patrimonio inmaterial de la humanidad 
83;0.022112056612968445;0.12391959875822067;0.8217315077781677;0.032236889004707336;NEUTRAL;mi repulsa absoluta al ataque de los violentos al centro lgtbi de bcn pese a algunos barcelona siempre sera una ciudad abierta y tolerante adacolau 
84;0.026616454124450684;0.14279966056346893;0.7953663468360901;0.03521754965186119;NEUTRAL;para los pactos postelectorales solo importa la unidad estrategica en el tema nacional no importan las propuestas para la ciudad solo importa tener un independentista de alcalde al coste que sea irresponsabilidad 
85;0.1072053462266922;0.05123259499669075;0.6499315500259399;0.1916305124759674;NEUTRAL;la unica embajadora en belgica de venezuela que reconocemos es la que nombro ayer la asamblea nacional de venezuela el lunes ppegrupo exigira al parlamento europeo que retire credenciales a la recadera de maduro y reconozca a la embajadora de jguaido a quien hemos reconocido 
86;0.04696597158908844;0.36555999517440796;0.5567935109138489;0.030680427327752113;NEUTRAL;analisis riguroso de la demanda fraudulenta contra llarena en belgica la trampa de los golpistas via elmundoes
87;0.04633753374218941;0.2221646010875702;0.7144756317138672;0.017022158950567245;NEUTRAL;hace unos dias un amigo de granada me pregunto como estaba la situacion aqui en cataluna mi respuesta sincera fue quot lo estamos perdiendo todo quot y hable de una palabra clave quot degradacion quot 
88;0.007046181708574295;0.01104605384171009;0.9707021713256836;0.011205579154193401;NEUTRAL;trump lepenies o albiol solo avanzan alli donde no hay trincheras institucionales y ciudadanas organizadas hay que constituir un frente internacional para detener a la extrema derecha 
89;0.05721338465809822;0.18605510890483856;0.514799952507019;0.24193154275417328;NEUTRAL;mucho animo companeros de csnavarra ni sus amenazas ni su hostigamiento conseguiran callar la defensa de la libertad nonoscallaran 
90;0.008675634860992432;0.0009595618466846645;0.7896819114685059;0.20068290829658508;NEUTRAL;apoyando al comercio del gotico norte en barcelona ciutatvella con bou colau ha sido su principal lastre delincuencia trabas top manta expulsion del turismo josebouvila empresario y comerciante sera un alcalde ideal para bcn boubcn yobcn yopp 
91;0.016212960705161095;0.05042187124490738;0.9236286878585815;0.009736524894833565;NEUTRAL; de noviembre de octubre estructuras de estado llamada a la movilizacion para luego reprimir quot no vamos a sacar los lazos amarillos quot no solo tiene derecho vosotros a vivir de simbolismo no seais egoistas 
92;0.007786909583956003;0.0022151677403599024;0.8628024458885193;0.12719550728797913;NEUTRAL;tarde en el consell municipal del districte de les corts una buena oportunidad para afianzar las propuestas en favor de vecinos y barrios 
93;0.06335113197565079;0.06573927402496338;0.7542014122009277;0.11670824140310287;NEUTRAL;un privilegio formar parte de esta candidatura que representa el cambio por barcelona somos ejemplo de que el dialogo y el consenso entre diferentes sensibilidades si es posible cuando el objetivo es servir a los ciudadanos hacer politica en lugar de hacer partidismo 
94;0.04693712294101715;0.0068956660106778145;0.4196690320968628;0.5264981985092163;POSITIVE;la declaracion de jorditurull esta siendo impecable enorme en la defensa de la voluntad y determinacion libres del pueblo de cataluna tambien muy grande en la denuncia de la diferencia de trato legal que recibes si no atiendes las resoluciones del tc en funcion de lo que piensas absolucion
95;0.02161671593785286;0.00981571152806282;0.4622002840042114;0.5063672661781311;POSITIVE;este viernes mas de ciudades salimos a la calle para defender el planeta la huelga por el clima recoge el testigo de la huelga feminista para seguir poniendo en el centro la lucha por la vida estaremos climatestrike
96;0.006164679769426584;0.0002584346802905202;0.03521747514605522;0.95835942029953;POSITIVE;una de las noticias de la semana ha pasado desapercibida claro felicidades a los trabajadores y trabajadoras de glover 
97;0.0034819492138922215;0.004975210875272751;0.9255202412605286;0.06602262705564499;NEUTRAL;mi articulo de hoy en lavanguardia cultura s sobre ciencia ciudadania y politicas publicas 
98;0.004682835191488266;0.017381206154823303;0.9759304523468018;0.002005554037168622;NEUTRAL;dice el juez que se niega a aplicar la ley para no favorecer a puigdemont no aplicar la ley por parte de un funcionario se denomina prevaricacion 
99;0.008077357895672321;0.016996536403894424;0.8861944675445557;0.08873160183429718;NEUTRAL;los representantes del grupo de ercbcn abandonamos el plebcn para sumarnos a las movilizaciones ciudadanas nuestro lugar hoy se apoyando a la ciudadania
100;0.10601014643907547;0.01698201708495617;0.5252785682678223;0.35172930359840393;NEUTRAL; estimada vecina tamara como bien dices ahora compartimos represion pero sobre todo la esperanza de un mundo mejor estoy convencido de que haremos entre todos un mundo mejor 
101;0.017367606982588768;0.04277193546295166;0.9025998711585999;0.037260591983795166;NEUTRAL;hoy hemos estado en la pl st miquel para apoyar a las familias de la escuela entenza que lleva anos en unas instalaciones provisionales exactamente los anos que la bcnajuntament lleva mareando la perdiz haciendo promesas e improvisando con propuestas de soluciones que no cumple 
102;0.005146890878677368;0.0033838609233498573;0.9661204218864441;0.025348898023366928;NEUTRAL;hago un llamamiento para una revuelta civica para recuperar barcelona debemos impedir que la alianza entre el populismo y el separatismo nos aleje de europa salvembarcelona vallsbcn 
103;0.10716211795806885;0.1285409778356552;0.5088409185409546;0.25545600056648254;NEUTRAL;gracias a los calderines y calderines para la acogida en la presentacion del libro del raulromeva ante un juicio injusto nos reafirmamos esperancaillibertat 
104;0.0015086857602000237;3.483822365524247e-05;0.20720206201076508;0.7912544012069702;POSITIVE;hace unos dias de este fabuloso articulo de la jnndiaz sobre rosalia cultura catalana y aprovecho para felicitar a rosaliavt por los premios grammy una muestra mas de como de rica y variada es nuestra cultura 
105;0.010708075016736984;0.04226122424006462;0.9251128435134888;0.02191789261996746;NEUTRAL;a la vista de los titulares contradictorios de elpuntavui y del diariara que dice exactamente el informe de la fundaciobofill 
106;0.02087167091667652;0.0038696706760674715;0.24312062561511993;0.7321380972862244;POSITIVE;joaquincamps enhorabuena por el premio azorin ya tengo ganas de empezar a leer la silueta del olvido 
107;0.09913752973079681;0.12099828571081161;0.5698074698448181;0.2100566178560257;NEUTRAL;hoy hace un ano todo era diferente para muchos fue un gran choque emocional otras estaban euforicos buen momento para repasar las hemerotecas danke 
108;0.007578584831207991;0.012586232274770737;0.9341522455215454;0.04568295180797577;NEUTRAL;espero que os interese este articulo sobre la situacion politica del pais recuperando versos de machado que se que interesa a los presidentes sanchezcastejon y quimtorraipla dialogo
109;0.09992200881242752;0.2194671481847763;0.31701770424842834;0.36359310150146484;POSITIVE;se ha hablado mucho de la modelo y poco de la trinidad por fin empieza a ser una realidad la renovacion de trinitat vella norte y entornos de la prision con viviendas y equipamientos sabemos que los vecinos y vecinas llevabais tiempo luchando orgullo de barrio 
110;0.07896383106708527;0.07523839920759201;0.7151714563369751;0.13062629103660583;NEUTRAL;el unico frente que esperamos que abra quimtorraipla es el camino hacia la republica sompaisoscatalans desdemallorcaavancam
111;0.004635529592633247;0.0030308475252240896;0.9872898459434509;0.00504384795203805;NEUTRAL;la creu de sant jordi ha dejado de ser un reconocimiento a entidades y personas destacadas de la sociedad catalana para convertirse en los oscars de los indepes pero pagando todos los contribuyentes 
112;0.001265157014131546;0.00018396439554635435;0.903916597366333;0.0946342870593071;NEUTRAL;barcelona y cataluna inauguramos hoy la a incubadora europea de investigacion e industria de impresion en d el futuro esta aqui y vamos al frente
113;0.009379697032272816;0.003752914723008871;0.9301052689552307;0.056762177497148514;NEUTRAL;la brecha de suenos nuestra sociedad sera mejor si eliminamos la brecha que se abre entre las mujeres y su potencial comparte feminismoliberal 
114;0.0632697194814682;0.5725423097610474;0.3352091610431671;0.02897879108786583;NEGATIVE;para aquellos dirigentes del pp y c s que no encontraban adjetivos para calificar ideologicamente a vox igual esto os da una pista no se 
115;0.00668737618252635;0.013109153136610985;0.9691199064254761;0.011083593592047691;NEUTRAL;cuando un dirigente politico olvida su vocacion de servicio publico hay que hacerlo fuera de la funcion publica manana hara anos que estallo el caso mercurio el fin del estilo bustos en sabadell lo recuerda hoy corrupciosbd 
116;0.029993100091814995;0.005608753766864538;0.23176546394824982;0.7326326370239258;POSITIVE;diablesstcugat muchas gracias de parte de los tres para hacer presente al raulromeva los versos muy emocionada no podemos callar ante tanta injusticia llibertatpresospolitics freeromeva
117;0.02600540593266487;0.02375051937997341;0.3689480423927307;0.5812959671020508;POSITIVE; anos sin antoni farres un gigante de la politica vale la pena leer este especial del diaridesabadell
