emotion;id;sentiment;source
0.4;32;-0.4;la negociacion de gibraltar le pillo en cuba donde le ha pillado a borrell la expulsion por maduro de tres diputados espanoles invitados oficiales de la asamblea de venezuela no merecemos un ministro que prefiere defender a maduro que a quienes ayudan a su pueblo exhausto 
0.0;33;0.0;hemos conseguido que sanchez tire la toalla ha llegado la hora de que el ppopular vuelva a gobernar espana nos necesita mas que nunca y nos vamos a dejar la piel para solucionar los desastres del sanchismo salimos a ganar eleccionesgenerales 
0.4;34;0.4;esta tarde con magdaoranich acompanare karmarchante en la presentacion de su libro putanosenace unimos voces en la lucha por los derechos de las mujeres y en contra de la prostitucion os espero a libreriaalibri a partir de las h 
0.7;35;0.7;aun estamos a tiempo el futuro son las decisiones que tomamos ahora es una decision compleja tras el fin del mundo hoy inauguramos climacccb
0.6;36;0.6;la alcaldesa del pueblo adacolau y rogertorrent cenando con felipe vi la guardia real de los mossos protegiendo los restos de un regimen que se hunde frente el poder de los cdrs no se detiene destronemlo cdrenxarxa
0.4;37;-0.4; que te puede pasar mas cuando estas a punto de acabar mandato municipal y a punto de iniciar campana s electoral es pues que una doctoranda te entregue su tesis acabada para que le des el ok y pueda convertirse en doctora goodnews phd upf working 
0.0;38;0.0;manana a las h en el convento de st agustin segunda jornada de mesas abiertas movilidad y urbanismo medio ambiente y participacion contamos con las aportaciones de todos ni podemos ni sabemos hacer otra cosa somos la unica candidatura surgida integramente de unas primarias abiertas 
0.1;39;-0.1;jaumecollboni que nivel de argumentos eran los mismos antes del de octobre en bcn domingo yo manifestare en favor de la constitucion con partidos constitucionalistas y el mas votado en cataluna ciudadanoscs yo no pactare con los populistas o los separatistas y el 
0.4;40;0.4;hoy hemos celebrado la ultima reunion plenaria del gppopular en esta legislatura la dedicacion y el trabajo sin descanso de los diputados del ppopular ha hecho posible que lideremos la iniciativa politica en espana estamos preparados e ilusionados para volver a ganar 
0.6;41;0.6;acabamos de aterrizar en venezuela durante la escala en santo domingo tanto la embajadora de la ue como el de espana nos han avisado de que vamos a ser expulsados o retenidos 
0.3;42;0.3;ah si que tengo que ver yo con ciu y la caja me gustara mucho que me informen sobre todo con el fin de cobrar el redito que me corresponda 
0.5;43;0.5;el proximo martes quot taller de design thinking geoinformacion y clima quot de la mano de marctorres y marta gonzalez al cececebe
0.9;44;0.9;es una muy buena noticia para espana cataluna y barcelona necesitamos a inesarrimadas y su valentia su talento su juventud su sensibilidad bravo ines 
0.8;45;0.8; los pscbarcelona queremos tender puentes dialogo y trabajar para atraer inversiones y talento generar empleo y dinamizar la actividad economica en barcelona la fuga de empresas de fue sobre todo por la irresponsabilidad de los independentistes comissionsbcn
0.0;46;0.0; quot no olvidemos cuantas veces este pais ha dejado llevar por arrebato la aceleracion en el momento inadecuado quot 
0.7;47;-0.7;todo mi apoyo a los jovenes de altsasua y todo el afecto a sus familias que nadie olvide esta injusticia altsasugurasoak
0.7;48;-0.7; quien dijo que un referendum era una buena idea citizens los ciudadanos del reino unido no tienen ni idea de su futuro y probablemente de su presente triste muy triste brexit 
0.8;49;0.8;si vale la pena ir contra los partidos para conseguir la independencia y si esto tambien hara mas fuerte del anc mucho mas que el servilismo de los ultimos anos 
0.9;50;0.9;carta abierta de emmanuelmacron a los ciudadanos europeos con profundas reflexiones e interesantes propuestas de necesaria lectura 
0.7;51;0.7;queremos poner los barrios en el centro de las prioridades porque en barcelona faltan transformaciones reales para combatir las desigualdades mas equipamientos de proximidad espacios verdes transporte publico hoy hablamos 
0.5;52;-0.5; personas han perdido la vida en incendios esta semana hoy dos a las cortes mi pesame para las familias ya la espera de conocer las causas quizas hay que hacer un esfuerzo en prevencion para evitar y frenar esta racha negra
0.1;53;-0.1;qsf deberia haber sido cesado cuando negocio con el stoke en el mercado de invierno rcde porque se puede ser modesto pero no dejarse pisotear 
0.8;54;-0.8;miles de EUR en propaganda utilizan la pobresaenergetica para hacer politica y no hacen politica para hacer frente a la pobreza energetica plebcn
0.2;55;0.2;aprovechar la oportunidad para anticipar elecciones valencianas y singularizarlas ya para siempre es conseguir que se cumpla nuestra vieja aspiracion de no ser relegados de resultar visibles el egoismo es preferir seguir en el peloton solo por calculo electoral adios lotrava 
0.5;56;0.5; menagadea te hemos echado de menos gracias gracias gracias vamvotarvamguanyar
0.0;57;0.0;no obviamente los barceloneses tendran que escoger un modelo de ciudad el mio o el de colau pero la independencia sera el gran tema bcn capital catalana espanola europea o bcn capital de una hipotetica republica catalana y colau es la candidata del separatismo 
0.0;58;0.0;hoy el consejo de ministros ha aprobado un decreto con mejoras en el alquiler que llevabamos tiempo reclamando pero pedro sanchez ha incumplido lo mas importante regular las subidas abusivas del alquiler cediendo a las presiones de fondos especuladores 
0.8;59;-0.8;las ciutatsdelcanvi vinimos para cambiar las cosas municipios mas justos mas sostenibles mas habitables mas democraticos y mas amables para la ciudadania y esto no ha hecho mas que empezar quieres conocer nuestras politicas ciudadesdelcambio
0.8;60;-0.8;cuando vox te marca el paso acabas diciendo tonterias como esta aplicar el para acabar con las huelgas 
0.9;61;-0.9;la fantasia del brexit esta demoliendo la credibilidad del reino unido laminando sus instituciones y fracturando su sociedad produce incredulidad ver como aun no han entendido que es la ue la tristeza por su perdida esta mutando en irritacion la paciencia parece agotarse 
0.6;62;0.6;compartiendo impresiones sobre la situacion politica en cataluna con un equipo de la cadena china cgtnofficial en emision europea diada 
0.1;63;0.1;nuestra historia no es completa sin la historia del pueblo gitano ahora la queremos llevar al congreso un orgullo incorporar la ismaelcortesg bienvenido al equipo 
0.9;64;-0.9; el buque de la armada juan carlos i recibido en getxo por una multitud que se ha acercado a recibirlo ningun buque espanol necesita autorizacion politica para atracar en un puerto espanol porque esta en su casa como en getxo 
0.8;65;-0.8;arrimadas hoy en parlamentcat quot aqui son muy gallitos pero delante del juez se vienen abajo quot la fuerza politica que gano las elecciones de cataluna desagradable triste 
0.3;66;-0.3;estimado consejero damiacalvet se que ultimamente ha estado muy ocupado expulsando empresas del pais pero nos podria explicar como el prestamo para reanudar las obras de la linea que se debia aprobar el ano pasado transportcat transportpublic
0.7;67;0.7;en unos minutos comenzamos con carlos herrera en herreraencope cope podras seguirla en directo aqui vallsbcn vallsencope 
0.2;68;0.2;barcelona no seria hoy en dia la ciudad que es y el no habria sido alguien tan relevante sin barcelona ahora si por fin oriol bohigas medalla de oro de la ciudad 
0.1;69;-0.1;duda resuelto erc pide priorizar refugiados gays pero se escandaliza con el mismo por los cristianos perseguidos montsebenedi albertlesan
0.2;70;0.2;desde la obsclimatic seguimos analizando reflexionando y debatiendo sobre el modelo lineal de consumo del capitalismo y su impacto sobre el entorno natural canviclimatic mwc 
0.6;71;0.6;artadi tiene la desfachatez de compararse con ana frank y olvida quienes son sus amigos y los de su jefe krls en belgica 
0.9;72;0.9; enhorabuena a la comunidad del projectehomecat por la inauguracion de sus nuevos espacios a bcnsantsmont un proyecto de personas y para personas que siempre me recuerda como todo el mundo puede volver a nacer si se le ayuda de manera adequada 
0.8;73;-0.8;vox ya estaba la foto de iceta con ellos pp y cs a la manifestacion unionista se vuelve un boomerang ya que ha contribuido a blanquear una fuerza politica de extremissima derecha pero ahora bastante lamentos miramos al norte centremonos en nosotros la huelga de hambre la justicia europea la unidad 
0.8;74;-0.8;consternado al recibir las noticias del ataque terrorista a mezquitas en nueva zelanda mi mas rotunda condena a la violencia y rechazo al fanatismo siempre 
0.5;75;-0.5;taxis y vtc dos formas de un mismo concepto de movilidad metropolitana servicio publico de interes general es hora de soluciones globales y utiles todos nos somos responsables ponemos a ellos nosotros los primeros pero digamos claramente la violencia no es tolerable 
0.9;76;0.9;comienza llumbcn a pueblo nuevo tres dias de creatividad e innovacion artistica y urbana
0.5;77;-0.5; quot cualquier decision politica basada en la exclusion la falta de solidaridad o un falso sentido de autogobierno solo creara depresion economica y barreras para sus ciudadanos quot manuelvalls
0.9;78;0.9;una buenisima noticia para barcelona y para toda el area metropolitana el tranvia es ecologia eficiencia y movilidad tenimtramvia
0.9;79;-0.9;no estamos prestando suficiente atencion a que el resultado de la csu el domingo en baviera es importantisimo para toda europa y las encuestas pintan mal 
0.4;80;0.4;todo mi apoyo a alfve una persona que ha trabajado por la igualdad de oportunidades y por el bienestar de terrassa como nadie 
0.5;81;-0.5;un motivo de entre tantos para hacer huelga el m por el derecho a la vivienda por la expropiacion de pisos vacios en manos de fondos buitre municipisfeministes vagafeminista m
0.4;82;0.4; europa reivindica sus campanas como patrimonio inmaterial de la humanidad 
0.5;83;0.5;mi repulsa absoluta al ataque de los violentos al centro lgtbi de bcn pese a algunos barcelona siempre sera una ciudad abierta y tolerante adacolau 
0.2;84;0.2;para los pactos postelectorales solo importa la unidad estrategica en el tema nacional no importan las propuestas para la ciudad solo importa tener un independentista de alcalde al coste que sea irresponsabilidad 
0.3;85;0.3;la unica embajadora en belgica de venezuela que reconocemos es la que nombro ayer la asamblea nacional de venezuela el lunes ppegrupo exigira al parlamento europeo que retire credenciales a la recadera de maduro y reconozca a la embajadora de jguaido a quien hemos reconocido 
0.6;86;-0.6;analisis riguroso de la demanda fraudulenta contra llarena en belgica la trampa de los golpistas via elmundoes
0.6;87;-0.6;hace unos dias un amigo de granada me pregunto como estaba la situacion aqui en cataluna mi respuesta sincera fue quot lo estamos perdiendo todo quot y hable de una palabra clave quot degradacion quot 
0.0;88;0.0;trump lepenies o albiol solo avanzan alli donde no hay trincheras institucionales y ciudadanas organizadas hay que constituir un frente internacional para detener a la extrema derecha 
0.4;89;0.4;mucho animo companeros de csnavarra ni sus amenazas ni su hostigamiento conseguiran callar la defensa de la libertad nonoscallaran 
0.2;90;-0.2;apoyando al comercio del gotico norte en barcelona ciutatvella con bou colau ha sido su principal lastre delincuencia trabas top manta expulsion del turismo josebouvila empresario y comerciante sera un alcalde ideal para bcn boubcn yobcn yopp 
0.7;91;-0.7; de noviembre de octubre estructuras de estado llamada a la movilizacion para luego reprimir quot no vamos a sacar los lazos amarillos quot no solo tiene derecho vosotros a vivir de simbolismo no seais egoistas 
0.9;92;0.9;tarde en el consell municipal del districte de les corts una buena oportunidad para afianzar las propuestas en favor de vecinos y barrios 
0.6;93;-0.6;un privilegio formar parte de esta candidatura que representa el cambio por barcelona somos ejemplo de que el dialogo y el consenso entre diferentes sensibilidades si es posible cuando el objetivo es servir a los ciudadanos hacer politica en lugar de hacer partidismo 
0.8;94;0.8;la declaracion de jorditurull esta siendo impecable enorme en la defensa de la voluntad y determinacion libres del pueblo de cataluna tambien muy grande en la denuncia de la diferencia de trato legal que recibes si no atiendes las resoluciones del tc en funcion de lo que piensas absolucion
0.3;95;-0.3;este viernes mas de ciudades salimos a la calle para defender el planeta la huelga por el clima recoge el testigo de la huelga feminista para seguir poniendo en el centro la lucha por la vida estaremos climatestrike
0.7;96;0.7;una de las noticias de la semana ha pasado desapercibida claro felicidades a los trabajadores y trabajadoras de glover 
0.2;97;-0.2;mi articulo de hoy en lavanguardia cultura s sobre ciencia ciudadania y politicas publicas 
0.8;98;-0.8;dice el juez que se niega a aplicar la ley para no favorecer a puigdemont no aplicar la ley por parte de un funcionario se denomina prevaricacion 
0.4;99;0.4;los representantes del grupo de ercbcn abandonamos el plebcn para sumarnos a las movilizaciones ciudadanas nuestro lugar hoy se apoyando a la ciudadania
0.8;100;0.8; estimada vecina tamara como bien dices ahora compartimos represion pero sobre todo la esperanza de un mundo mejor estoy convencido de que haremos entre todos un mundo mejor 
0.7;101;-0.7;hoy hemos estado en la pl st miquel para apoyar a las familias de la escuela entenza que lleva anos en unas instalaciones provisionales exactamente los anos que la bcnajuntament lleva mareando la perdiz haciendo promesas e improvisando con propuestas de soluciones que no cumple 
0.1;102;0.1;hago un llamamiento para una revuelta civica para recuperar barcelona debemos impedir que la alianza entre el populismo y el separatismo nos aleje de europa salvembarcelona vallsbcn 
0.0;103;0.0;gracias a los calderines y calderines para la acogida en la presentacion del libro del raulromeva ante un juicio injusto nos reafirmamos esperancaillibertat 
0.9;104;0.9;hace unos dias de este fabuloso articulo de la jnndiaz sobre rosalia cultura catalana y aprovecho para felicitar a rosaliavt por los premios grammy una muestra mas de como de rica y variada es nuestra cultura 
0.3;105;0.3;a la vista de los titulares contradictorios de elpuntavui y del diariara que dice exactamente el informe de la fundaciobofill 
0.5;106;0.5;joaquincamps enhorabuena por el premio azorin ya tengo ganas de empezar a leer la silueta del olvido 
0.8;107;0.8;hoy hace un ano todo era diferente para muchos fue un gran choque emocional otras estaban euforicos buen momento para repasar las hemerotecas danke 
0.6;108;0.6;espero que os interese este articulo sobre la situacion politica del pais recuperando versos de machado que se que interesa a los presidentes sanchezcastejon y quimtorraipla dialogo
0.0;109;0.0;se ha hablado mucho de la modelo y poco de la trinidad por fin empieza a ser una realidad la renovacion de trinitat vella norte y entornos de la prision con viviendas y equipamientos sabemos que los vecinos y vecinas llevabais tiempo luchando orgullo de barrio 
0.5;110;0.5;el unico frente que esperamos que abra quimtorraipla es el camino hacia la republica sompaisoscatalans desdemallorcaavancam
0.8;111;-0.8;la creu de sant jordi ha dejado de ser un reconocimiento a entidades y personas destacadas de la sociedad catalana para convertirse en los oscars de los indepes pero pagando todos los contribuyentes 
0.8;112;0.8;barcelona y cataluna inauguramos hoy la a incubadora europea de investigacion e industria de impresion en d el futuro esta aqui y vamos al frente
0.0;113;0.0;la brecha de suenos nuestra sociedad sera mejor si eliminamos la brecha que se abre entre las mujeres y su potencial comparte feminismoliberal 
0.1;114;0.1;para aquellos dirigentes del pp y c s que no encontraban adjetivos para calificar ideologicamente a vox igual esto os da una pista no se 
0.4;115;0.4;cuando un dirigente politico olvida su vocacion de servicio publico hay que hacerlo fuera de la funcion publica manana hara anos que estallo el caso mercurio el fin del estilo bustos en sabadell lo recuerda hoy corrupciosbd 
0.4;116;-0.4;diablesstcugat muchas gracias de parte de los tres para hacer presente al raulromeva los versos muy emocionada no podemos callar ante tanta injusticia llibertatpresospolitics freeromeva
0.7;117;0.7; anos sin antoni farres un gigante de la politica vale la pena leer este especial del diaridesabadell
0.1;118;-0.1; quot a medida que nuestra politica nacional y nuestro gobierno se han vuelto polarizados disfuncionales e ineficaces el gobierno local se ha vuelto mas efectivamente no partidista pragmatico y efectivo quot richardflorida
0.4;119;-0.4;asi es como se deben gastar el dinero y no reduciendo las tasas universitarias a los alumnos de rentas altas los de rentas bajas ya las tienen reducidas 
0.2;120;-0.2; vamos a ir a cualquier rincon de espana para defender los derechos de todos los ciudadanos inesarrimadas en un lugar como vilafranca del penedes donde gobierna el psoe las calles estan inundadas de lazos amarillos enmarchaporlalibertad 
0.3;121;0.3;la ocde considera que puntos en las competencias que mide equivalen a un ano de escolarizacion las diferencias entre cl y andalucia estan entre matematicas y ciencias las cifras de andalucia son preocupantes pero tejerina exagera
0.9;122;0.9;junqueras des d estremera quot estimados amigos de efa amp cmc muchas gracias por haberme nominado como miembro honorario de la alianza gratuita europea es un gran honor que siempre tendre en mi corazon quot 
0.6;123;0.6;como sembrar el camino para que creer en la justicia a veces sea mas un acto de fe que un ejercicio democratico 
0.3;124;0.3;esteban gonzalez pons tritura a pedro sanchez en el parlamento europeo libertad digital 
0.4;125;-0.4; quot un peso que nos hemos quitado de encima quot las cuentas de la familia real segun la campana de gracia de abril de buenos dias 
0.7;126;0.7;complicidad empatia confianza desazon incertidumbre ilusion sonrisas lagrimas lluvia esperanza futuro elmeu o
0.2;127;0.2;quien ha ordenado inmovilizar el bus ha sido la movilizacion popular las instituciones siempre van por detras de esta 
0.6;128;-0.6; ct la misma determinacion el mismo compromiso libertad democracia republica
0.8;129;0.8; quot un pacto politico rescata la agencia para proteger la naturaleza en cataluna quot muy bien por esta generosidad a favor de nuestro patrimonio natural juntsxcat esquerraerc socialistescat catencomupodem
0.7;130;0.7;hoy digo adios a un extraordinario grupo de servidores publicos despues de cerca de meses tanto breves como intensos ha sido un privilegio seguimos adelante desde exteriorscat por y con raulromeva
0.4;131;-0.4;grunberg aprovecha una respuesta para volver a expresar su opinion y reirse del tribunal espanol quot creo que no haber dialogado sobre la independencia es un error politico pero claro no he de expresar mi opinion quot 
0.8;132;0.8;la mejor prueba del exito de la manifestacion de ayer yovoy es que sanchezcastejon haya amenazado al separatismo con eleccionesya ahora veremos a quien le asusta mas pablocasado a sanchez o al separatismo adelantepablo 
0.1;133;0.1;aprobada la ley catalana para reducir las emisiones en un de cara a via diariara
0.7;134;-0.7;no puede ser verdad no puede ser verdad no puede ser verdad tengo escalofrios solo de leerlo a 
0.5;135;0.5; tres nuevos agentes investigados por las cargas policiales del oct en la escuela estrella inspector jefe subinspectores gracias a la acusacion de bcnajuntament y entidades como centreiridia ya son los agentes de policia nacional investigados 
0.9;136;0.9; quot la ternura sigue siendo un lujo quot amorguanyaodi la ciudad diversa y plural que nos enamora y nos dignifica reividicant y reivindicando el amor en el escenario 
0.6;137;0.6;interesantes conclusiones del estudio presentado por barcelonaoberta sobre comercio fisico y online a barcelona movilidad y sostenibilidad ordenacion y promocion propuestas proactivas a tener en cuenta 
0.1;138;0.1;para manana teniamos desahucios a pesar de los esfuerzos de la unidad antidesahucios del ayuntamiento y hasta que no cambien las leyes estatales que desprotegen la vivienda convocamos h ferlandina h semola h conde santa clara 
0.9;139;-0.9;ciudadanos ha presentado una proposicion que considera una humillacion para el estado el establecimiento de ningun dialogo pues votamos en contra sin mas intervencion si nos niegan el derecho a dialogar no le regalaremos mas tiempo
0.5;140;-0.5; os imaginais que una gran ciudad cierra su comisaria en una de las zonas con mas delincuencia agradecedlo a quimtorraipla un ser de una inteligencia superior que ha decidido que en plaza cataluna no hacen falta mossos boubcn catespanolaza 
0.7;141;0.7;el psoe ya ha presentado el equipo liderado por josepborrellf con lo que empezaremos a tejer una nueva mayoria progresista en europa y donde tengo el honor de ir en el numero gracias al apoyo de los companeros as socialistescat adelante reconstruimeuropa
0.8;142;-0.8;hoy nos hemos encontrado con una asamblea de trabajadores vtc hemos escuchado su posicion y hemos respondido a sus preguntas sobre este conflicto y sobre la ciudad personas estan a 
0.4;143;0.4;con alfonso maristany presidente del circuloecuestre de barcelona firmando el libro de honor de la institucion 
0.6;144;0.6;hoy a las h en la ccgolferichs l agenda feminista en europa y en el mundo organizado por fcampalans junto con femeu intervendran susanaprezsoler carmecolomina elisastinus npociellocay joaquimmillan y eniubo
0.6;145;0.6;hoy a las h en la libreria italiana de gracia le nuvole se presenta la plataforma italiana mediterranea la sociedad civil italiana organizada por el rescate y acogida de refugiados 
0.3;146;-0.3;ayer llenar la gran via de solidaridad con los y las presas politicas pero tambien porque sabemos que se juzgan los derechos de todas y que contra la represion la mejor defensa es la movilizacion el f seguimos hotornariemafer alcemnos vagageneral tombemelregim
0.9;147;0.9; me encanta esta noticia para acabar el dia enhorabuena a este gran pequeno sergio sanchez ha ganado el premio odilo young readers al mejor nino lector del mundo felicidades campeon 
0.3;148;-0.3;y que hareis exactamente para no aceptarlo ya dejasteis la gente a merced de la represion no aplicando el resultado del referendum a pesar del compromiso que habiais adquirido todo viene de alli 
0.6;149;-0.6;hablan de moderacion los mismos que pactan con torra y brindan con otegi de defensa de las pensiones los mismos que las congelaron y de igualdad los mismos que mandan a millones de mujeres al paro cuando gobiernan no hay pancarta ni eslogan que esconda los desastres del psoe 
0.8;150;-0.8;quiero mostrar mi agradecimiento al presidente eppresident por atender la peticion de psoe ciudadanoscs y ppopular y suspender el acto de puigdemont en parlamento europeo y evitar asi un insulto a espana y una burla al ts como lo insultan los independentistas en twitter 
0.9;151;-0.9;ya estamos en bogota las noticias que llegan de venezuela son preocupantes el pueblo no merece que maduro les niegue la ayuda humanitaria y mucho menos que convierta el pais en una prision con fronteras y espacio aereo cerrado para que no entren medicinas ni alimentos 
0.1;152;-0.1;manana nos movilizamos de nuevo contra la represion a las columna de cdrs hacia delegacion de gobierno llibertatjordis
0.4;153;-0.4;como la desigualdad mina el desempeno economico y los patrones de crecimiento no inclusivos persistentes producen polarizacion y paralisis politica by michael spence prosyn
0.4;154;0.4;buenas noticias una encuesta en belgica da a los verdes ecolo groen como primera fuerza del pais superando los nacionalistas reaccionarios flamencos seguimos 
0.3;155;0.3;mas de lo que llevamos nosotros gastado desde que hace hoy un ano presentamos el proyecto en el teatro victoria 
0.8;156;-0.8; es decir si quieres equidad no trates igual a todos cada centro ahora ya cada alumno pide atencion medida y consideracion especifica desde la ciudad nos pondremos a fondo para conseguirlo gracias evallory para explicarlo tan bien 
0.2;157;-0.2; no se yo como van a salir los coches seat cambia el bocadillo de chorizo por humus y sardinas 
0.7;158;0.7;buena noche jcuixart jorditurull jordialapreso dolorsbassac forcadellcarme joseprull quimforn raulromeva junqueras buenas noches annagasabate martarovira valtonyc etvolemacasa buenas noches meritxellserret tonicomin claraponsati lluispuig krls os volveremos a casa lt 
0.8;159;-0.8;de pie firmes serenos y dignos juzgar sesion no es un acto de justicia y lo saben lo que comienza hoy no acabara con el de octubre y en cambio terminara por desenmascarar el montaje que nos pretende silenciar y atemorizar freecatalanpoliticalprisoners llibertatpresospolitics
0.9;160;-0.9;el separatismo niega la evidente y traumatica fractura social porque seria reconocer su fracaso el proces no ha traido nada positivo para cataluna cosas que ya se han roto en catalunya por luismauri via elperiodico
0.5;161;-0.5;el socialismo ha abandonado el constitucionalismo sanchez ha pasado de apoyar el a pactar con el comunismo los independentistas y los batasunos para llegar al poder y mantenerse en el sercatalunya
0.7;162;0.7;propondre la elisendalamany como numero de la candidatura en el marco del acuerdo entre ercbcn y somnovacat hoy no sumamos multiplicamos hacemos presente y potente la barcelona del m del o y los s gracias elisenda a todas 
0.1;163;-0.1;importante en la reforma del reglamento del fondo europeo de asilo e inmigracion hemos conseguido que una parte del fondo sea gestionada por autoridades locales y regionales para politicas de integracion 
0.0;164;0.0; quot llevo tu debilidad dentro del traje bicho diminuta clavada en la columna vertebral quot marie lundquist quot brevis till de sovende quot quot carta a los durmientes quot 
0.7;165;-0.7;asi ha amanecido hoy la sede del ppcatalunya por mucho que la kale borroka nos ataque senale o amenace no nos vamos a callar los enemigos de la democracia y la libertad quieren expulsarnos de nuestra tierra pero no lo conseguiran 
0.0;166;0.0;barcelona ciutat vella foto fija mas que regular el precio del alquiler lo que hay es sacarlo totalmente de la logica del mercado 
0.0;167;0.0;salgo ahora de lledoners escuchar a los presos politicos es un deber moral y politico 
0.8;168;0.8;muy bueno este grafico sobre el trilema del reino unido con el brexit via mcopelov grasarafael 
